Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
DIY 3Dprinted com,@DIY3dprinted,2017-11-10T19:53:14.000Z,Vader Systems make first commercial sale of Mk1  3D printer  to automotive supplier Becker -  https://,0,0,0,0
Holly Pohia,@Holly30724500,2017-11-10T20:27:30.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
RobotDefenceBird,@RoboDefenceBird,2017-11-10T19:35:02.000Z,Symposium focuses on future impact of  additive manufacturing http://,0,0,0,0
Not Real Name,@justamazon,2017-11-10T20:31:48.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
David H Kimmel,@DavidHKimmel2,2017-11-10T19:52:10.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
PHARMAGEEK #hcsmeufr,@LionelREICHARDT,2017-11-10T19:08:08.000Z,How far away are we from  3D printed  drugs and medical devices?  #esante #hcsmeufr #digitalhealth #3D4Health …  http://,0,0,0,0
GlobalGood(GOG),@GlobalGoodTweet,2017-11-10T20:01:59.000Z,LifeboatHQ: RT LifeboatHQ: Nottingham’s  3D printed  helmet ushers in a new era of natural brain scans …,0,0,0,0
Zombiwaffe,@Zombiewaffe,2017-11-10T19:19:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Ford Tang,@FordTang,2017-11-10T20:29:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Cheryl Betz,@CherylBetz2,2017-11-10T19:06:37.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Blitz,@Darkspiral_94,2017-11-10T20:26:32.000Z,Toy Maker:  3D Print  Toys at Home with New App from AstroPrint -  http:// http://,0,0,0,0
Mustafa lionking,@Mustafalionking,2017-11-10T19:15:20.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
University of Kentucky Innovation Center,@UKY_IC,2017-11-10T20:32:03.000Z,We completed out 1000th student  3d print  of the semester today,0,2,1,0
Curso 3D Printing,@Curso3DPrinting,2017-11-10T20:06:09.000Z,CfAM publishes breakthrough Multifunctional AM method for electronics  http://,0,0,0,0
Nick Kirsch,@infornography42,2017-11-10T20:05:46.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Pam Scott,@PamScot171619,2017-11-10T19:08:19.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Brian Dayton,@bd_dayton,2017-11-10T19:20:06.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3D Printing,@Just_Print_It,2017-11-10T19:08:49.000Z,HP's Plans for 3D Metal Printing Could be a Game Changer  https:// /10/25/hps-plans-for-3d-metal-printing-could-be-a-game-ch.aspx … #3dprinting #3dprinter,0,3,3,0
Henry B,@Galahad1985,2017-11-10T19:12:14.000Z,Awesome couple creating  3D printed  rats for lab dissection |  @scoopit  via @MichaelODunham  http://,0,0,0,0
Daniel Ackerman,@danack1234,2017-11-10T19:07:50.000Z,FlashForge  3D Printer http:// s/3d-printer/ …,0,0,0,0
Colleen Kelenske,@CKelenske,2017-11-10T19:26:22.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Sebastian Wallace,@seedwallgon,2017-11-10T19:20:00.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Science of Stability,@SOS_Stability,2017-11-10T20:04:11.000Z,3D Printing  of Pharmaceuticals has the ability to become a key component of personalised medicine strategies in the future. Good luck  @drserranolopez #UCMemprende,0,0,0,0
Henry Yeh,@henryyeh,2017-11-10T19:36:02.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Foundation Marketing,@fmkg_net,2017-11-10T19:23:11.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jake Schlottag,@JakeSchlottag,2017-11-10T20:19:04.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
DIY 3Dprinted com,@DIY3dprinted,2017-11-10T19:23:11.000Z,Design students  3D print  incredible pleated costumes for Beijing Opera performance -  https://,0,0,0,0
Chris,@udealu,2017-11-10T20:06:24.000Z,Creality3D  3D Printer  Desktop DIY Machine for $340 + free shipping  http:// #DealNews,0,0,0,0
Steve Scor,@3DPrinterDepot1,2017-11-10T19:57:26.000Z,"Tumaker Voladd desktop  3D printer  hits the market, expects to sell 3000 units by end of year",0,0,0,0
Duane Luke Swab,@DuaneSwab,2017-11-10T19:11:02.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Blockmine3rz,@bmine3rz,2017-11-10T20:02:01.000Z,"3D Printing  News Roundup: Aldi&amp;apos;s £300 Baclo 3D printer, Nano Dimension, LPW,...  http://",0,0,0,0
Daniel Ackerman,@danack1234,2017-11-10T19:07:56.000Z,FlashForge  3D Printer http://,0,0,0,0
HappyPlaceTraveler,@happyplacetrvlr,2017-11-10T19:52:44.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
William pollick,@WilliamPollick,2017-11-10T20:06:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
George Stalley,@george_stalley,2017-11-10T19:33:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Tommie Carl Logan II,@TommieCLogan2,2017-11-10T19:31:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3D Print .com,@3DPrintBoard,2017-11-10T20:14:46.000Z,Toy Maker:  #3DPrint  Toys at Home with New App from AstroPrint https:// int-toy-maker/ … #3Dprinting @AstroPrint3D,0,3,3,0
Tech News,@TechNews_Update,2017-11-10T20:19:12.000Z,How we fooled Google's  #AI  into thinking a  3D-printed  turtle was a  #gun : MIT bods talk to El Reg  https:// _fooling_ai/ …  via  @TheRegister,0,0,0,0
Douglas Wright,@DarkwyngGenus,2017-11-10T19:10:41.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Macros The Black,@MacrosTh3Black,2017-11-10T19:30:13.000Z,Metal  3D printing  at 100 times the speed and a twentieth of the cost  https:// al_3d_printing_at_desktop_metal/ …  via  @theregister,0,0,0,0
Foundation Marketing,@fmkg_net,2017-11-10T19:24:08.000Z,3D printing  is changing the world.  We love it. #GiveToEmpower,0,0,0,0
David Duato,@deamuse,2017-11-10T19:08:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Gary Weston,@GaryWeston11,2017-11-10T19:41:11.000Z,Farewell My Concubine: Designers  3D Print  Beijing Opera Costumes -  http:// http://,0,0,0,0
123nerd,@123nerd2,2017-11-10T20:21:36.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Quinton,@quintonullery8,2017-11-10T20:23:30.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Carmen kissinger,@KissingerCarmen,2017-11-10T20:11:41.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Paul Blas,@Blastradamus24,2017-11-10T19:49:46.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Soniccrash,@soniccrash,2017-11-10T19:26:03.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Blockmine3rz,@bmine3rz,2017-11-10T20:02:00.000Z,"Amsterdam unveils two  3D printed  sofas, each made up of 3,000 plastic bags -  #3dp http://",0,0,0,0
Charles Gorton,@charlessgorton,2017-11-10T19:37:26.000Z,Australia TGA may amend regulations on personalized  3D printed  medical devices  http:// 110-australias-tga-may-amend-regulations-on-personalized-3d-printed-medical-devices.html …,0,0,0,0
seriously architec,@seriousarchitec,2017-11-10T19:06:54.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// g-3d-printed-jewelry-by-giulio-iacchetti-for-maison-203/ …,0,0,0,0
Bob Manno,@brandysnifter,2017-11-10T19:57:17.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Anthony,@slover123,2017-11-10T19:38:54.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Chestnutwold_ES,@Chestnutwold_ES,2017-11-10T19:54:18.000Z,Thank you to Mrs. Goldberg for helping us setup our new  @dremel 3D printer  on Pajama Day!   @jaguar222,0,4,0,0
rhonda miotke,@rhondajoy,2017-11-10T19:26:04.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3D Printing Fans,@3DPrintingFans,2017-11-10T19:34:00.000Z,"MakeX Introduces Its First FDM  #3DPrinter , the MIGO https:// dm-3d-printer-migo/ … #3Dprinting",0,0,0,0
Thinking In XyZ,@thinkinginxyz,2017-11-10T20:19:37.000Z,"Win a  3D Printer  of your choice! Choose either a CR10, Tevo Tornado OR a Anycubic i3 Mega  https://",0,0,0,0
Prime Imaging,@PrimeImaging,2017-11-10T20:23:02.000Z,Winbo Introduces User-Friendly Desktop FDM-Value  3D Printer http://,0,0,0,0
Joshua seybold,@JoshuaSeybold,2017-11-10T20:07:11.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Deanne Miller,@DeanneMiller16,2017-11-10T19:10:36.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Pennee Janssen,@Pennee_J,2017-11-10T20:18:00.000Z,FlashForge  3D Printer http://,0,0,0,0
Mudrah Technologies,@mudrahtech,2017-11-10T19:34:13.000Z,"Mudrah 3.0  3D Printer  -  3D Printing  Demo of Ball in Box
Printing Ball in Box using required printing quality and...  http://",0,0,0,0
Nat Tripodi,@NatTripodi1,2017-11-10T19:19:20.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
SimpleSoul,@KalyanD18,2017-11-10T20:19:58.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Bob Bobbit,@BobBobbit3,2017-11-10T20:13:16.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Aaron Barthuly,@abarthuly13,2017-11-10T20:26:09.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Martha Allen,@MarthaA28196170,2017-11-10T19:59:42.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Ann Treacy,@AnnT,2017-11-10T20:20:55.000Z,Main Street Gibbon is getting a  3D printer  – that’s what happens with FTTP  http:// n-street-gibbon-is-getting-a-3d-printer-thats-what-happens-with-fttp/ …,0,0,0,0
LT Schools,@ltgoodnews,2017-11-10T20:10:00.000Z,Students at  @SunnysideSIS  now have a  3D printing  lab thanks to  @LifeAtPurdue  &  @1stmakerspace !  #AcademicsIUSA #INurbanEd #CollegeReadyIUSA,0,4,1,0
DJ Hurricane,@DjJeffHurricane,2017-11-10T19:54:07.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Stacey Mulloy,@mulloys2005,2017-11-10T19:17:04.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Scout O'Malley,@scoutomalley,2017-11-10T20:03:47.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Alan Jackson,@jacksonalan,2017-11-10T20:27:19.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
techmain,@ytubechan,2017-11-10T20:06:38.000Z,I added a video to a  @YouTube  playlist  http:// 3D Printing  the Pythagorean Cup (Greedy Cup) - Wine in your Lap!,0,0,0,0
Jim Smith,@Ychange,2017-11-10T20:18:04.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Dee Kent,@DeeKent13,2017-11-10T20:06:50.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3dprintfeed,@3dprintfeed,2017-11-10T19:45:37.000Z,"MakeX Introduces Its First FDM  3D Printer , the MIGO  http://",0,0,0,0
Beth Recklinghausen,@1f594238ff76488,2017-11-10T20:11:23.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Paul Cumber,@bigman4021,2017-11-10T19:52:03.000Z,Hear a bunny I  3d print  with my monoprice mp select mini  3d printer,0,0,0,0
jeramy langston,@jeramylangston,2017-11-10T19:30:51.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Zachery Sage,@zacherysage,2017-11-10T20:22:39.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Nevels Pellet Stoves,@NevelsStoves,2017-11-10T19:10:23.000Z,Bearing  3D Printed  Jewelry by Giulio Iacchetti for Maison 203  http:// nted-jewelry-by-giulio-iacchetti-for-maison-203/ …,0,0,0,0
nicolette salerno,@nicolette527,2017-11-10T20:03:05.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Gear Box,@Gear__Box,2017-11-10T19:54:50.000Z,"ad: HATCHBOX 3D PLA-1KG1.75-TRED PLA  3D Printer  Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, Transparent Red -  http:// #3DPrinting",0,0,0,0
Chandra Fry,@ChandraFry12,2017-11-10T19:04:51.000Z,"I just participated in an  #AmazonGiveaway  for SainSmart x Anet A8 Prusa i3  3D Print .... Check it out here:
  https:// 7993/?ref_=tsm_4_tw_p_ts-en-conf …",0,0,0,0
Sharon M.,@prayerwarriorUS,2017-11-10T19:28:03.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
3Dsteampen(3D스팀펜),@thesteampen,2017-11-10T20:06:13.000Z,Fun and exciting  3D printing  pen movie collection on youtube  #3Dprint #3Dpen #3dprintingpen #stencil,0,0,0,0
Ty Cobb,@doctycobb,2017-11-10T19:34:35.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Joseph Walker,@JosephWalker983,2017-11-10T19:41:23.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Levi Ruiz,@LeviRuiz8,2017-11-10T20:24:14.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Premier Orthopedics,@PremierOrthopdx,2017-11-10T20:02:40.000Z,"3D Printing  Medical Devices Market by Component, Technology, Application, and End User – Global Industry Analysis...  https:// x/1501444940?read=https%3A%2F%2Fglobenewswire.com%2Fnews%2Drelease%2F2017%2F11%2F10%2F1184473%2F0%2Fen%2F3D%2DPrinting%2DMedical%2DDevices%2DMarket%2Dby%2DComponent%2DTechnology%2DApplication%2Dand%2DEnd%2DUser%2DGlobal%2DIndustry%2DAnalysis%2Dand%2DForecast%2Dto%2D2025.html …",0,0,0,0
Otis Billy-Goatis,@AtheistReverend,2017-11-10T20:00:32.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Dana M. Maxwell,@DMKM71,2017-11-10T19:52:38.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Isschar strode,@Huntard85,2017-11-10T19:46:42.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
AMY WILKINSON,@AMYWILK30849264,2017-11-10T19:19:11.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Moulds & Plastics,@MouldsPlastics,2017-11-10T20:15:09.000Z,"Toy Maker:  3D Print  Toys at Home with New App from AstroPrint:

Think back to when you were a kid, dreaming about …  http://",0,0,0,0
Heather Vazquez,@OnlyTruDiva247,2017-11-10T19:38:45.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
John Fabio Cruz Vald,@FabioVald,2017-11-10T19:45:23.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Henry B,@Galahad1985,2017-11-10T19:11:31.000Z,Minimally invasive spina bifida treatment using  3D printing  wins €50K grant |  @scoopit  via @MichaelODunham  http://,0,0,0,0
Manyar Veneres,@ManyarVeneres,2017-11-10T19:15:22.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Kory,@korykorykory,2017-11-10T19:55:58.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Alicia Scott,@AliciaS92010320,2017-11-10T20:17:57.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Veronica Brock,@vbrock2020,2017-11-10T20:11:38.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Jason hall,@Jsun2131275,2017-11-10T19:44:40.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Tom g,@tnutty187,2017-11-10T19:18:29.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
InTouch Services,@InTouchQuality,2017-11-10T20:30:01.000Z,. @3dersorg  UK researchers pioneer breakthrough method to  3D print  fully functional electronic  #circuits .  #3Dprinting https://,0,0,0,0
steven jacoby,@abbashaya,2017-11-10T19:34:26.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Scott Rudy,@srudy5,2017-11-10T19:30:48.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Chris,@chrisjd1116,2017-11-10T19:26:06.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Charles Russo,@Charles_M_Russo,2017-11-10T19:21:36.000Z,Plastic piracy: DRM won't cripple  3D printing #3dprinting https:// 264/plastic-piracy-drm-wont-cripple-3d-printing …,0,0,2,0
Mig M,@mig2182,2017-11-10T19:19:53.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Gina Newberry,@ginak1974,2017-11-10T20:26:42.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
DealNews,@DealNewsDeals,2017-11-10T20:22:23.000Z,Creality3D  3D Printer  Desktop DIY Machine for $340 + free shipping -  http://,0,0,0,0
Lionel,@lionelfrancisc0,2017-11-10T20:05:01.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
Tiffany Krystal,@NinjaFrancaise,2017-11-10T19:39:44.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
thetechedvocate,@techedvocate,2017-11-10T20:18:25.000Z,This high schooler broke out of his shell with the help of  3D printing,0,0,0,0
ASM 3D Solutions,@stilson41,2017-11-10T19:21:58.000Z,http://,0,0,0,0
I need a gimmick,@mburnett479,2017-11-10T20:30:37.000Z,"I entered a giveaway to win ""SainSmart x Anet A8 Prusa i3  3D Printer ..."" by  #SainSmart !  #GiveToEmpower https:// 7993/?ref_=tsm_4_tw_p_tw … #giveaway",0,0,0,0
